orig_ip_bytes,tunnel_parents,conn_state,resp_bytes,resp_pkts,local_resp,id.orig_h,ip_proto,orig_bytes,orig_pkts,id.resp_h,id.orig_p,ts,uid,duration,missed_bytes,history,label,local_orig,resp_ip_bytes,service,id.resp_p,proto
540,0,OTH,407,0,T,0.0.0.0,17,487.0,1.0,255.255.255.255,5353,1776341252.424276,Cibz0Q31UH5EQqjYQj,0.370876,0,D,0,T,444,dhcp,5353,udp
1195,0,S0,1096,1,T,0.0.0.0,17,1138.0,6.0,255.255.255.255,40000,1776361906.8271563,CfjqW03HKv4vyWDYV4,1.324462,0,D,0,T,1153,dns,67,udp
333,0,S0,0,0,T,192.168.69.174,17,0.0,7.855361773942795,255.255.255.255,68,1776345670.221205,d3a22b16385c493ba6,1.439676360596833,0,D,1,T,0,dhcp,67,tcp
1608,0,S0,217,12,T,192.168.104.250,6,2441.569492048968,70.00397054110856,192.168.10.120,58288,1776345540.435891,5ab4ed32a471410b8f,0.7454616447905934,0,ShADTadtFf,1,T,1074,http,8080,udp
1389,0,S0,594,3,T,0.0.0.0,17,1351.0,4.0,255.255.255.255,40000,1776362292.5416677,CVgL0IfUYnlpFtKt4,1.898143,0,D,0,T,617,-,5353,udp
104946,0,REJ,196,2,T,192.168.148.158,6,50281.0,6.0,192.168.10.120,60898,1776349024.050579,05a395f537f94e3982,1.0532214162265734,0,ShADTaTdtFf,1,T,3840,http,23,udp
104946,0,S0,196,66,T,192.168.63.161,6,465366.9797683792,452.4286692638759,192.168.10.120,60898,1776349024.050579,0f14668b89a240e38e,0.1851984955895204,0,ShADTaTdtFf,1,T,3840,http,8080,udp
1744,0,S0,0,0,T,192.168.244.136,6,121.0,3.0,192.168.10.120,58610,1776345549.127165,706b088dd7b14db0a2,0.077189851216246,0,ShADTadtFf,1,T,1028,http,389,tcp
1594,0,S0,0,0,T,192.168.255.177,6,86.0,3.0,192.168.10.120,52972,1776349039.852183,3dd6295b2b4a4b4db4,0.1407879094681065,0,ShADTaFdtR,1,T,1388,http,425,udp
1468,0,S0,408,12,T,192.168.117.213,6,1465.0977435964292,117.36191815668748,192.168.10.120,58842,1776348988.813625,6a7359e92b084fe9b7,0.460410619935082,0,ShADTadtFf,1,T,1456,http,8080,udp
944,0,S0,1119,0,T,0.0.0.0,17,908.0,6.0,255.255.255.255,68,1776348363.5088558,CPKiLe3xgOIWx6lIM4,0.601371,0,D,0,T,1167,dhcp,67,udp
1264,0,S0,208,10,T,192.168.42.185,6,1172.0668639342118,74.91850067301466,192.168.10.120,36680,1776345510.06741,6b677d4bcd6d4f4d8f,0.614744151139017,0,ShADTadtR,1,T,952,http,8080,udp
1332,0,SF,280,5,T,0.0.0.0,17,1297.0,6.0,255.255.255.255,40000,1776364659.6568775,CvinKE24kwX2YQ4ma5,1.116071,0,D,0,T,300,dns,1900,udp
463,0,SF,1070,1,T,0.0.0.0,17,414.0,5.0,255.255.255.255,50000,1776363823.9677358,CACdor3lAWpfS8TuHl,0.032167,0,D,0,T,1099,dhcp,1900,udp
1610,0,RSTO,217,0,T,192.168.194.224,6,381.0,6.0,192.168.10.120,36914,1776349007.995855,8096fabb38ed49e680,0.8695535487599668,0,ShADTadtFf,1,T,1074,http,3389,tcp
1354,0,SF,1013,0,T,0.0.0.0,17,1313.0,1.0,255.255.255.255,40000,1776325945.9846437,Ce1vPg4B4wq7eIb5Id,1.710267,0,D,0,T,1045,-,67,udp
1610,0,REJ,0,0,T,192.168.220.45,6,104.0,3.0,192.168.10.120,58386,1776345523.356434,906e0d9e2e644d8b98,0.1382158724327106,0,ShADTadtFf,1,T,1074,http,65,tcp
1594,0,RSTO,166,0,T,192.168.126.102,6,229.0,2.0,192.168.10.120,44056,1776345565.93093,b01df337ec914fe5b7,0.4979316854780961,0,ShADTaFdtR,1,T,1388,http,3389,udp
1536,0,S0,190,20,T,192.168.36.63,6,641.8009763153649,66.48408707711424,192.168.10.120,52978,1776349039.952987,01302027444d471c87,0.4856712414327894,0,ShADTaFdtRf,1,T,1436,http,8080,udp
1266,0,REJ,0,0,T,192.168.198.174,6,75.0,3.0,192.168.10.120,36648,1776345509.758342,79e87ee4398e4b24a7,0.0540012934291722,0,ShADTadtR,1,T,952,http,684,udp
340,0,SF,376,2,T,0.0.0.0,17,295.0,7.0,255.255.255.255,68,1776325561.1315606,CERlZ91S2q8Qp9egc7,1.348629,0,D,0,T,404,-,1900,udp
547,0,OTH,1168,0,T,0.0.0.0,17,488.0,4.0,255.255.255.255,68,1776345928.862918,ClbAI63F8wpKwPiQZc,0.428311,0,D,0,T,1216,dns,67,udp
1133,0,OTH,157,5,T,0.0.0.0,17,1102.0,3.0,255.255.255.255,50000,1776364210.1341877,CiTaJCNasj9p0KFpl,1.060783,0,D,0,T,184,dns,67,udp
1684,0,REJ,190,1,T,192.168.54.12,6,234.0,2.0,192.168.10.120,44016,1776345565.325613,0a882ae47e184a21bc,0.5203694663614282,0,ShADTaFdtfR,1,T,1540,http,3389,udp
1266,0,RSTO,208,0,T,192.168.113.63,6,261.0,2.0,192.168.10.120,36648,1776345509.758342,bdcfbda3d90d42eebb,0.4332535993829914,0,ShADTadtR,1,T,952,http,22,udp
1608,0,S0,166,20,T,192.168.8.160,6,1921.077841755594,98.0307982221852,192.168.10.120,44022,1776345565.52735,af276b7b1be947e88e,0.997850137431562,0,ShADTaFdtR,1,T,1388,http,8080,udp
1118,0,S0,81,1,T,0.0.0.0,17,1078.0,8.0,255.255.255.255,50000,1776325624.583424,CsxUWPmht5nrPSE6c,1.042081,0,D,0,T,121,dhcp,5353,udp
1438,0,SF,1134,4,T,169.254.23.111,17,1405.0,6.0,224.0.0.251,68,1776361125.4055505,C1ObKL2bULm9O0bY5l,0.027008,0,CC,0,T,1158,dns,67,udp
1264,0,REJ,208,2,T,192.168.69.117,6,260.0,6.0,192.168.10.120,36610,1776345509.247681,60dc1ced7a93406698,0.8286611178933464,0,ShADTadtR,1,T,952,http,22,udp
1268,0,RSTO,208,2,T,192.168.255.8,6,262.0,4.0,192.168.10.120,36668,1776345509.986787,9638beb701e84e4288,0.5269878425400999,0,ShADTadtR,1,T,952,http,3389,tcp
1264,0,RSTO,208,2,T,192.168.216.152,6,260.0,4.0,192.168.10.120,34010,1776348981.452486,3173f2865f2345ee9c,0.973789255215176,0,ShADTadtR,1,T,952,http,3389,udp
1262,0,REJ,0,0,T,192.168.54.82,6,100.0,2.0,192.168.10.120,34018,1776348981.520312,e4142d31fcbd40d7be,0.1618806728429728,0,ShADTadtR,1,T,952,http,659,udp
658,0,SF,336,2,T,0.0.0.0,17,615.0,1.0,255.255.255.255,68,1776346569.4647975,CHwICdIpyzlGXSFSe,0.083336,0,D,0,T,365,dhcp,5353,udp
1328,0,OTH,224,5,T,0.0.0.0,17,1305.0,7.0,255.255.255.255,40000,1776324982.17426,CpjFEr1VYDLttv3L92,0.993653,0,D,0,T,257,ntp,67,udp
651,0,OTH,932,4,T,0.0.0.0,17,595.0,4.0,255.255.255.255,40000,1776325624.5276248,CsxUWPmht5nrPSE6c,1.053448,0,D,0,T,965,-,5353,udp
1015,0,OTH,519,4,F,fe80::de4a:3eff:fe7d:a510,17,991.0,3.0,ff02::fb,40000,1776361102.00677,CKaAXj13OmuCvlt7K3,0.743168,0,C,0,T,571,dhcp,5353,udp
1005,0,S0,380,3,T,0.0.0.0,17,970.0,5.0,255.255.255.255,5353,1776364659.844654,CvinKE24kwX2YQ4ma5,1.952198,0,D,0,T,429,dhcp,67,udp
1424,0,S0,869,5,T,192.168.10.120,17,1378.0,4.0,224.0.0.251,40000,1776325728.4734457,CrppEb47YSu1cruxYi,0.587772,0,D,0,T,897,-,67,udp
1264,0,REJ,0,0,T,192.168.182.152,6,198.0,1.0,192.168.10.120,34046,1776348982.011404,64d86bb3a16643c996,0.1031540417902733,0,ShADTadtR,1,T,952,http,451,udp
1464,0,REJ,0,0,T,192.168.62.63,6,151.0,3.0,192.168.10.120,36722,1776345517.343874,ed2896737f544191be,0.1090271384078462,0,ShADTadtFf,1,T,1448,http,296,tcp
439,0,S0,1074,0,T,0.0.0.0,17,380.0,4.0,255.255.255.255,68,1776325368.1992192,CmEY2j44DlxDt8HRR,0.270049,0,D,0,T,1101,dhcp,1900,udp
333,0,S0,0,0,T,192.168.136.83,17,0.0,5.275532271408077,255.255.255.255,68,1776345543.196169,e86a3564f13943728d,0.3968324406974723,0,D,1,T,0,dhcp,67,udp
1464,0,S0,0,0,T,192.168.51.131,6,152.0,1.0,192.168.10.120,58866,1776348989.824749,35175b038d0a4224b0,0.130755628949649,0,ShADTadtFf,1,T,1448,http,681,udp
704,0,S0,83,3,T,0.0.0.0,17,651.0,4.0,255.255.255.255,40000,1776325754.9169176,C69lZ5gqqxZDHnXI9,0.898799,0,D,0,T,133,ntp,5353,udp
1169,0,S0,853,2,T,192.168.10.120,17,1145.0,6.0,224.0.0.251,40000,1776324937.8227391,CkIIVB5SYOE93H2g7,0.708782,0,D,0,T,899,ntp,5353,udp
1268,0,S0,208,10,T,192.168.79.185,6,1627.755475310572,55.81591461257523,192.168.10.120,36668,1776345509.986787,c35fbdcc16994d88ae,0.4020987618119744,0,ShADTadtR,1,T,952,http,8080,tcp
1267,0,OTH,644,0,T,0.0.0.0,17,1246.0,5.0,255.255.255.255,40000,1776361908.1212976,CfjqW03HKv4vyWDYV4,0.666784,0,D,0,T,694,-,1900,udp
1215,0,S0,164,2,T,0.0.0.0,17,1178.0,6.0,255.255.255.255,50000,1776346633.7549267,CR32nj4Vjm22OUWDo4,0.959393,0,D,0,T,219,dns,5353,udp
1694,0,REJ,190,2,T,192.168.158.63,6,239.0,6.0,192.168.10.120,44032,1776345565.628386,92c4f0f682d447adbd,1.122437720434424,0,ShADTaFdtRf,1,T,1540,http,23,tcp
1608,0,S0,217,12,T,192.168.220.67,6,2030.2363634500605,107.1608763704228,192.168.10.120,54098,1776345535.850015,74a5d03a720c40fda4,0.6963625944653533,0,ShADTadtFf,1,T,1074,http,8080,tcp
209,0,SF,300,0,F,fe80::127d:1aff:fe3f:36c4,58,175.0,10.0,ff02::16,5353,1776361124.800084,CqvgMx1RMVuOZXOeR3,1.204532,0,0,0,T,346,ntp,67,icmp
1438,0,S0,0,0,T,192.168.137.118,6,104.0,3.0,192.168.10.120,58868,1776348990.330293,d490b000103f486097,0.0756760505855962,0,ShADTadtFf,1,T,1396,http,838,udp
890,0,S0,310,5,T,0.0.0.0,17,840.0,9.0,255.255.255.255,5353,1776341895.709001,CtyooW7XTPMLYynrg,0.302839,0,D,0,T,359,ntp,1900,udp
1694,0,S0,0,0,T,192.168.206.27,6,173.0,1.0,192.168.10.120,44032,1776345565.628386,e4ba362cca7f4219b4,0.073139243830065,0,ShADTaFdtRf,1,T,1540,http,967,udp
568,0,OTH,289,1,T,0.0.0.0,17,538.0,8.0,255.255.255.255,68,1776363442.0801451,CiX7OH2lGWVb0a0Ar8,1.039667,0,D,0,T,324,ntp,67,udp
1690,0,RSTO,190,2,T,192.168.253.187,6,237.0,2.0,192.168.10.120,44044,1776345565.830006,f443c06a8bd6440cad,1.3404673498101127,0,ShADTaFdtfR,1,T,1540,http,3389,udp
333,0,RSTO,0,2,T,192.168.188.191,17,0.0,6.0,255.255.255.255,68,1776345734.834321,91221e90b73b47c4b2,1.3534574162237525,0,D,1,T,0,dhcp,22,tcp
965,0,OTH,166,4,T,0.0.0.0,17,924.0,4.0,255.255.255.255,50000,1776362549.1484225,C24CYK3THgXj3x67U,0.474781,0,D,0,T,206,ntp,1900,udp
1626,0,REJ,166,2,T,192.168.66.6,6,245.0,4.0,192.168.10.120,44118,1776345566.536072,0ba07471ac7441dbb8,1.238151146851463,0,ShADTaFdtR,1,T,1388,http,22,udp
485,0,S0,295,1,T,169.254.23.111,17,426.0,9.0,224.0.0.251,68,1776324986.1865408,CjWqTnVV26N9jsz0i,1.205038,0,C,0,T,328,dns,1900,udp
2148,0,S0,194,12,T,192.168.122.214,6,2813.174817330785,75.4911789392129,192.168.10.120,60886,1776349022.316753,31a3c92c58074a7db3,0.7825498090319839,0,ShADTadtFf,1,T,1028,http,8080,tcp
688,0,S0,414,4,T,0.0.0.0,17,651.0,1.0,255.255.255.255,50000,1776325753.6246922,C69lZ5gqqxZDHnXI9,0.667146,0,D,0,T,473,dhcp,5353,udp
183,0,OTH,602,1,T,0.0.0.0,17,162.0,3.0,255.255.255.255,40000,1776324728.0673828,CUBrng1cgCAi7HMZCj,0.056197,0,D,0,T,646,-,67,udp
399,0,SF,1142,3,T,0.0.0.0,17,374.0,7.0,255.255.255.255,40000,1776360405.9343936,ClayHrVmm3O7eYiV8,0.69673,0,D,0,T,1195,dns,5353,udp
1540,0,S0,190,20,T,192.168.117.133,6,1161.884594504216,144.16799962688197,192.168.10.120,52952,1776349039.650152,d7a34e404bff49c7ab,0.7169596504315847,0,ShADTaFdtfR,1,T,1436,http,8080,tcp
1610,0,S0,217,12,T,192.168.165.64,6,2581.107846771737,121.99376658715512,192.168.10.120,36914,1776349007.995855,7d3aee3f6b404372b5,0.46304456719051,0,ShADTadtFf,1,T,1074,http,8080,udp
298,0,S0,1064,2,T,192.168.10.120,17,249.0,6.0,224.0.0.251,5353,1776362287.7719188,C2Oa9S2t2iR65RAb6i,1.665743,0,D,0,T,1099,-,5353,udp
1568,0,REJ,166,0,T,192.168.203.47,6,216.0,5.0,192.168.10.120,52962,1776349039.751209,b8b2bca19ea44f6785,1.8118447023506012,0,ShADTaFdtR,1,T,1388,http,22,tcp
1227,0,S0,76,1,T,0.0.0.0,17,1187.0,4.0,255.255.255.255,5353,1776347463.644482,CVsHVv31nDs44OWIDd,0.922307,0,D,0,T,130,ntp,67,udp
1536,0,S0,190,20,T,192.168.79.17,6,1696.301228817527,115.61030501996794,192.168.10.120,52978,1776349039.952987,e1bef99890954ccfb9,0.6462952209043952,0,ShADTaFdtRf,1,T,1436,http,8080,tcp
1018,0,S0,1066,1,T,169.254.23.111,17,964.0,4.0,224.0.0.251,50000,1776362288.4352305,CxzOUj4W4EgVaet1Ei,0.346778,0,D,0,T,1089,dhcp,5353,udp
1606,0,S0,0,0,T,192.168.147.68,6,115.0,3.0,192.168.10.120,44008,1776345565.224844,22fb602410e24dcc9a,0.0331726919060056,0,ShADTaFdtR,1,T,1388,http,963,udp
1106,0,S0,692,2,T,0.0.0.0,17,1049.0,2.0,255.255.255.255,50000,1776360405.6197836,ClayHrVmm3O7eYiV8,1.066023,0,D,0,T,723,dns,5353,udp
1752,0,REJ,0,0,T,192.168.84.33,6,69.0,2.0,192.168.10.120,44058,1776345566.031882,92575d72d12e47cab7,0.065111529316241,0,ShADTaFdtR,1,T,1492,http,45,tcp
1453,0,SF,60,5,T,192.168.10.120,17,1410.0,10.0,224.0.0.251,40000,1776361100.8240354,CRFwcJ2CKRxmIAmnj4,1.674623,0,C,0,T,90,dhcp,5353,udp
1112,0,SF,1112,0,F,fe80::de4a:3eff:fe7d:a510,58,1053.0,4.0,ff02::2,50000,1776362155.7561133,C6fKXT30ZJ6zPVZLJi,0.850898,0,0,0,T,1158,-,5353,icmp
1594,0,REJ,166,2,T,192.168.104.33,6,229.0,3.0,192.168.10.120,53048,1776349040.860764,ffbcb86b9f9c44e8b7,0.9485540684820404,0,ShADTaFdtR,1,T,1388,http,23,udp
1608,0,REJ,0,0,T,192.168.69.87,6,190.0,3.0,192.168.10.120,36922,1776349012.068842,b769682c8a38453d87,0.1119698798375156,0,ShADTadtFf,1,T,1074,http,1020,udp
860,0,S0,306,1,T,192.168.10.120,17,834.0,5.0,224.0.0.251,5353,1776361754.920152,CbuA5C2x4DNYueiTMl,1.506968,0,D,0,T,342,dhcp,1900,udp
911,0,SF,707,3,T,0.0.0.0,17,852.0,8.0,255.255.255.255,50000,1776346056.4672923,CAfLcf4jElaqdOOBC,0.927253,0,D,0,T,760,dhcp,5353,udp
1680,0,REJ,0,0,T,192.168.254.117,6,181.0,2.0,192.168.10.120,52982,1776349040.053821,9482f7fafd854a9799,0.0496827163900552,0,ShADTaFdtfR,1,T,1540,http,571,udp
366,0,S0,635,5,T,0.0.0.0,17,316.0,8.0,255.255.255.255,68,1776346504.675207,Cn7Lgm24w1xzMhLWkg,1.515811,0,D,0,T,687,ntp,67,udp
1511,0,OTH,1006,1,T,0.0.0.0,17,1463.0,10.0,255.255.255.255,40000,1776325625.51276,CsxUWPmht5nrPSE6c,0.789413,0,D,0,T,1063,dns,1900,udp
1464,0,REJ,404,1,T,192.168.141.124,6,308.0,4.0,192.168.10.120,58866,1776348989.824749,e79798cb8d5c456f9b,0.3873917225616115,0,ShADTadtFf,1,T,1448,http,23,tcp
1684,0,S0,190,22,T,192.168.243.151,6,2269.942374180886,98.07524978972664,192.168.10.120,44016,1776345565.325613,a883d4876f0a41519b,0.1335032670883862,0,ShADTaFdtfR,1,T,1540,http,8080,udp
1464,0,RSTO,404,0,T,192.168.84.34,6,308.0,5.0,192.168.10.120,58866,1776348989.824749,fa20ec7501494f6fac,1.2271813776203604,0,ShADTadtFf,1,T,1448,http,23,udp
1610,0,S0,0,0,T,192.168.215.166,6,127.0,1.0,192.168.10.120,54092,1776345532.689688,def50682f40946a4b6,0.051087303515533,0,ShADTadtFf,1,T,1074,http,915,tcp
1409,0,S0,1109,3,T,0.0.0.0,17,1368.0,5.0,255.255.255.255,68,1776325882.7319765,Coq1413f3GMl65ooZc,1.110286,0,D,0,T,1169,ntp,5353,udp
383,0,S0,122,5,T,0.0.0.0,17,324.0,10.0,255.255.255.255,5353,1776348233.8595362,CNEbTY3YhV3i2i2nJ5,0.627229,0,D,0,T,154,ntp,67,udp
1618,0,RSTO,166,1,T,192.168.153.254,6,241.0,3.0,192.168.10.120,53014,1776349040.356233,5158653d9a0f42c4b2,0.1813464733764975,0,ShADTaFdtR,1,T,1388,http,22,tcp
1499,0,SF,1048,4,T,0.0.0.0,17,1468.0,5.0,255.255.255.255,5353,1776346886.7954504,CtTyYogPoi8Gywdf5,0.865274,0,D,0,T,1091,-,1900,udp
1454,0,S0,342,12,T,192.168.77.34,6,2071.0651518150007,106.09935161808754,192.168.10.120,58824,1776348987.804578,17d8a4ff9d104dea8b,0.4850275776172756,0,ShADTadtFf,1,T,1324,http,8080,udp
1744,0,RSTO,194,0,T,192.168.244.25,6,448.0,6.0,192.168.10.120,58610,1776345549.127165,57bbf71b4fde4dd2bd,0.2234399096310227,0,ShADTadtFf,1,T,1028,http,23,tcp
1245,0,SF,31,1,T,192.168.10.120,17,1217.0,2.0,239.255.255.250,40000,1776360769.7081192,CD4YNh48dUYhLq9XN4,1.502061,0,D,0,T,87,-,67,udp
1610,0,S0,217,12,T,192.168.231.101,6,2833.250690507788,124.0882626727538,192.168.10.120,58386,1776345523.356434,79742f667d4e40ff84,0.6147092650831291,0,ShADTadtFf,1,T,1074,http,8080,udp
167,0,OTH,582,4,T,0.0.0.0,17,118.0,8.0,255.255.255.255,40000,1776364915.895531,CARmgo2739TiH82km9,1.013724,0,D,0,T,618,-,1900,udp
602,0,OTH,686,1,F,fe80::127d:1aff:fe3f:36c4,58,558.0,8.0,ff02::16,40000,1776360769.0544364,CAoyai4SF4RpkKxvk6,0.890324,0,0,0,T,724,ntp,5353,icmp
1454,0,S0,0,0,T,192.168.236.139,6,130.0,1.0,192.168.10.120,44072,1776345566.132856,cad81afc8f4b415a9f,0.1818473183170376,0,ShADTaFdtR,1,T,1284,http,752,tcp
1086033,0,S0,0,0,T,192.168.114.198,6,182.0,1.0,192.168.10.120,43996,1776345560.065792,f557e0103ed045fa9a,0.1652358403301471,0,ShADTaTTCdtFf,1,T,21552,http,928,udp
1325,0,S0,915,4,F,fe80::de4a:3eff:fe7d:a510,58,1271.0,1.0,ff02::2,50000,1776362042.0401173,CZwyZr1knq3X0uP493,0.686887,0,0,0,T,974,dns,67,icmp
385,0,SF,736,3,T,0.0.0.0,17,344.0,6.0,255.255.255.255,40000,1776360405.2109723,ClayHrVmm3O7eYiV8,0.028256,0,D,0,T,765,dns,1900,udp
1157,0,SF,359,2,F,fe80::127d:1aff:fe3f:36c4,58,1124.0,7.0,ff02::16,5353,1776360769.4241254,CAoyai4SF4RpkKxvk6,0.04157,0,0,0,T,419,dhcp,67,icmp
1262,0,S0,208,10,T,192.168.74.66,6,1466.5332877872218,68.63035584239245,192.168.10.120,36684,1776345510.126879,cb8dbda4eb8e44b1ab,0.7919599147386142,0,ShADTadtR,1,T,952,http,8080,tcp
318,0,S0,913,3,T,0.0.0.0,17,294.0,6.0,255.255.255.255,50000,1776363060.989429,C11sAo1LEpwMgZoBZf,1.597317,0,D,0,T,966,ntp,67,udp
104946,0,S0,0,0,T,192.168.178.177,6,136.0,1.0,192.168.10.120,58626,1776345549.6875,125f775851234ddd92,0.1496810639425198,0,ShADTaTdtFf,1,T,3840,http,202,tcp
984,0,SF,466,5,T,0.0.0.0,17,951.0,3.0,255.255.255.255,50000,1776364273.648172,CnfOeD2PhHroSONtBk,0.610819,0,D,0,T,490,dns,5353,udp
1688,0,REJ,0,0,T,192.168.121.61,6,93.0,2.0,192.168.10.120,52936,1776349039.549513,ff195f49bef142fba5,0.0530381335658369,0,ShADTaFdtfR,1,T,1540,http,580,tcp
594,0,OTH,823,0,T,0.0.0.0,17,550.0,6.0,255.255.255.255,5353,1776324728.3228123,CUBrng1cgCAi7HMZCj,0.349137,0,D,0,T,855,dns,5353,udp
1264,0,S0,208,10,T,192.168.151.63,6,1307.2804593971634,94.38898678434684,192.168.10.120,34030,1776348981.895334,36f0668c90d34f23a3,0.4136078143522154,0,ShADTadtR,1,T,952,http,8080,udp
1061,0,S0,1167,0,F,fe80::de4a:3eff:fe7d:a510,17,1029.0,8.0,ff02::fb,40000,1776347359.7170851,CqKdf31VhzEHhWr1f2,1.34996,0,D,0,T,1191,ntp,67,udp
760,0,SF,481,2,T,0.0.0.0,17,716.0,9.0,255.255.255.255,50000,1776348362.313431,CPKiLe3xgOIWx6lIM4,0.025384,0,D,0,T,535,-,67,udp
104946,0,REJ,0,0,T,192.168.56.6,6,198.0,1.0,192.168.10.120,58626,1776345549.6875,95f114dcbfde486e9a,0.0469655684423417,0,ShADTaTdtFf,1,T,3840,http,293,udp
278,0,S0,165,2,T,0.0.0.0,17,235.0,2.0,255.255.255.255,68,1776343425.944266,C3CUuE9rqv20k7Euk,1.010466,0,D,0,T,206,-,5353,udp
333,0,REJ,0,0,T,192.168.243.210,17,167.0,3.0,255.255.255.255,68,1776349132.066708,b9bca4f76ee7452fbb,0.0222114461115942,0,D,1,T,0,dhcp,298,tcp
333,0,S0,0,0,T,192.168.185.94,17,0.0,6.011258509795036,255.255.255.255,68,1776345606.641113,953107293a014a589b,0.3487496986191528,0,D,1,T,0,dhcp,67,tcp
1608,0,REJ,0,0,T,192.168.59.59,6,94.0,1.0,192.168.10.120,58288,1776345540.435891,c9b1bfb44dff4a87a4,0.1209901083919235,0,ShADTadtFf,1,T,1074,http,990,tcp
1212,0,SF,577,1,T,0.0.0.0,17,1165.0,4.0,255.255.255.255,5353,1776343747.9545493,CBuABM16PUnCQaFlFl,1.459848,0,D,0,T,630,ntp,67,udp
574,0,S0,0,0,T,192.168.204.123,17,2090.022163435987,31.43099899785068,239.255.255.250,59037,1776349078.963808,8659d69127d34b959a,0.1915412467666511,0,D,1,T,0,0,1900,udp
1059,0,S0,148,0,F,fe80::de4a:3eff:fe7d:a510,17,1029.0,3.0,ff02::fb,5353,1776364156.3807082,CP87Zz37hSyMWIiD85,0.748641,0,D,0,T,178,ntp,5353,udp
1264,0,REJ,208,1,T,192.168.135.99,6,260.0,6.0,192.168.10.120,36680,1776345510.06741,cb2de069691f480085,1.3421758326252762,0,ShADTadtR,1,T,952,http,22,tcp
1608,0,S0,0,0,T,192.168.149.219,6,56.0,3.0,192.168.10.120,60868,1776348999.047373,e4a14dabbe894b519a,0.1876085856469215,0,ShADTadtFf,1,T,1074,http,7,tcp
1608,0,S0,166,20,T,192.168.209.87,6,2117.4884739774407,77.93102402280235,192.168.10.120,44042,1776345565.729119,4aa9343a70664d2ca9,0.3240011461403838,0,ShADTaFdtR,1,T,1388,http,8080,udp
1373,0,S0,357,4,T,0.0.0.0,17,1339.0,5.0,255.255.255.255,68,1776364209.6865962,CiTaJCNasj9p0KFpl,0.921341,0,D,0,T,411,dns,67,udp
1602,0,S0,166,20,T,192.168.215.208,6,2017.5099641769364,175.78606762766634,192.168.10.120,44104,1776345566.435292,2ad2dc5ccab0464aa1,0.2584544990804787,0,ShADTaFdtR,1,T,1388,http,8080,tcp
1262,0,S0,208,10,T,192.168.63.128,6,2522.3652599742595,75.10651411361835,192.168.10.120,36618,1776345509.399781,5d7e13a91053421f86,0.7623021021516249,0,ShADTadtR,1,T,952,http,8080,tcp
1262,0,S0,0,0,T,192.168.52.237,6,107.0,2.0,192.168.10.120,36684,1776345510.126879,bfbe01ddde9c4d94bd,0.1038258740216985,0,ShADTadtR,1,T,952,http,518,tcp
1228,0,OTH,503,5,T,0.0.0.0,17,1189.0,8.0,255.255.255.255,68,1776325174.3027334,C4EbNS2FomPC8ae0D4,0.502258,0,D,0,T,530,-,5353,udp
1690,0,S0,0,0,T,192.168.98.11,6,167.0,3.0,192.168.10.120,44044,1776345565.830006,79a9aabe449b425ca1,0.1963503415352104,0,ShADTaFdtfR,1,T,1540,http,493,udp
762,0,OTH,356,4,T,192.168.10.120,17,740.0,2.0,224.0.0.251,50000,1776362288.7690828,C2Oa9S2t2iR65RAb6i,0.577072,0,D,0,T,377,ntp,67,udp
461,0,OTH,252,1,F,fe80::127d:1aff:fe3f:36c4,58,408.0,1.0,ff02::16,68,1776360769.3747149,CAoyai4SF4RpkKxvk6,1.242714,0,0,0,T,272,-,5353,icmp
672,0,OTH,755,4,T,0.0.0.0,17,622.0,2.0,255.255.255.255,50000,1776343490.1294594,CKFmGw1vGMD7Hdttsi,0.646328,0,D,0,T,781,-,1900,udp
1540,0,S0,190,20,T,192.168.214.76,6,729.1024201340512,159.75105450717794,192.168.10.120,52952,1776349039.650152,2382ed87b160417db1,0.1770294037188864,0,ShADTaFdtfR,1,T,1436,http,8080,tcp
972,0,OTH,375,0,T,0.0.0.0,17,942.0,9.0,255.255.255.255,68,1776325625.3190787,CsxUWPmht5nrPSE6c,0.294827,0,D,0,T,428,-,1900,udp
894,0,S0,1023,2,T,0.0.0.0,17,874.0,9.0,255.255.255.255,68,1776348554.2824175,CPApaxebCpmWbqXL,1.143602,0,D,0,T,1083,dns,1900,udp
491,0,OTH,782,0,T,0.0.0.0,17,462.0,8.0,255.255.255.255,50000,1776343234.2058206,CyQ8h33Iu8dtXJU6dk,1.513928,0,D,0,T,818,-,5353,udp
911,0,OTH,565,1,T,169.254.23.111,17,871.0,9.0,224.0.0.251,40000,1776341891.2683375,Cn99IWQWJoQFPVBJi,1.21241,0,C,0,T,621,-,67,udp
1264,0,S0,0,0,T,192.168.140.110,6,140.0,3.0,192.168.10.120,36610,1776345509.247681,56142fe32261482ab4,0.1585793292009813,0,ShADTadtR,1,T,952,http,35,udp
1040,0,S0,674,0,F,fe80::127d:1aff:fe3f:36c4,58,1012.0,10.0,ff02::16,50000,1776361125.0758154,CqvgMx1RMVuOZXOeR3,1.373851,0,0,0,T,714,-,1900,icmp
987,0,SF,623,1,T,192.168.10.120,17,952.0,2.0,224.0.0.251,68,1776364152.0906713,CDQODE3ODZa4Mi4W9a,0.233204,0,D,0,T,658,dhcp,67,udp
1413,0,OTH,117,5,F,fe80::127d:1aff:fe3f:36c4,58,1356.0,10.0,ff02::2,68,1776325116.0379686,C0g6bp1CTvkWxMXBsg,1.818235,0,0,0,T,147,dns,1900,icmp
